algorithm,landscape,seed,epsilon,snapshot_order,snapshot_label,generation,index,bitstring,count,num_selected,accuracy,time,penalized_fitness
swarm,breast-w,1,0.01,4,peak,6,11,000001011,2,3,0.9513717889785767,0.14204421639442444,0.9213717889785766
swarm,breast-w,1,0.01,4,peak,6,59,000111011,1,5,0.9528961777687073,0.19267161190509796,0.9028961777687072
swarm,breast-w,1,0.01,4,peak,6,73,001001001,1,3,0.9530486464500427,0.14627541601657867,0.9230486464500427
swarm,breast-w,1,0.01,4,peak,6,129,010000001,1,2,0.9335364699363708,0.10105865448713303,0.9135364699363708
swarm,breast-w,1,0.01,4,peak,6,136,010001000,1,2,0.9556402564048767,0.08872172981500626,0.9356402564048767
swarm,breast-w,1,0.01,4,peak,6,137,010001001,21,3,0.958993673324585,0.13765999674797058,0.9289936733245849
swarm,breast-w,1,0.01,4,peak,6,139,010001011,7,4,0.9586888551712036,0.1512846052646637,0.9186888551712036
swarm,breast-w,1,0.01,4,peak,6,141,010001101,1,4,0.9608229994773865,0.1937624216079712,0.9208229994773864
swarm,breast-w,1,0.01,4,peak,6,201,011001001,1,4,0.9567071199417114,0.1810487061738968,0.9167071199417114
swarm,breast-w,1,0.01,4,peak,6,282,100011010,1,4,0.9623472690582275,0.15415097773075104,0.9223472690582275
swarm,breast-w,1,0.01,4,peak,6,459,111001011,1,6,0.9693594574928284,0.1673336625099182,0.9093594574928283
swarm,breast-w,1,0.01,5,final,150,8,000001000,3,1,0.901219367980957,0.09537597745656967,0.891219367980957
swarm,breast-w,1,0.01,5,final,150,9,000001001,1,2,0.9167681932449341,0.1331997662782669,0.8967681932449341
swarm,breast-w,1,0.01,5,final,150,136,010001000,35,2,0.9556402564048767,0.08872172981500626,0.9356402564048767
swarm,breast-w,1,0.01,5,final,150,137,010001001,1,3,0.958993673324585,0.13765999674797058,0.9289936733245849
